0,Generalidades 
1,Conocimiento 
2,El libro 
3,Sistemas 
4,Procesamiento de datos Ciencia de los computadores 
5,"Programación de computadoras, programas, datos "
6,Métodos especiales de computación 
10,Bibliografía 
11,Bibliografías 
12,De individuos 
13,De obras por clases específicas de autores 
14,De obras anónimas & seudónimas 
15,De obras de lugares específicos 
16,De obras sobre temas específicos 
17,Catálogos generales por materia 
18,Catálogos ordenados por autor & fecha 
19,Catálogos diccionario 
20,Bibliotecología & ciencias de la información 
21,Relaciones de bibliotecas 
22,Administración de la planta física 
23,Administración de personal 
25,Operaciones bibliotecarias 
26,Bibliotecas para temas específicos 
27,Bibliotecas generales 
28,"Lectura, uso de otros medios de información "
30,Enciclopedias generales 
31,Norteamericanas 
32,En inglés 
33,En otras lenguas germánicas 
34,"En francés, provenzal, catalán "
35,"En italiano, rumano, retorromano "
36,"En español, & portugués "
37,En lenguas eslavas 
38,En lenguas escandinavas 
39,En otras lenguas 
50,Publicaciones en serie generales 
51,Norteamericanas 
52,En inglés 
53,En otras lenguas germánicas 
54,"En francés, provenzal, catalán "
55,"En italiano, rumano, retorromano "
56,En español & portugués 
57,En lenguas eslavas 
58,En lenguas escandinavas 
59,En otras lenguas 
60,Clasificaciones generales & museología 
61,En América del Norte 
62,En las Islas Británicas En Inglaterra 
63,En Europa central En Alemania 
64,En Francia & Mónaco 
65,En Italia & territorios adyacentes 
66,En la Península Ibérica & islas adyacentes 
67,En Europa oriental Rusia 
68,En otras áreas 
69,Museología (Ciencia de los museos) 
70,"Medios noticiosos, periodismo, publicación "
71,En América del Norte 
72,En las Islas Británicas En Inglaterra 
73,En Europa central En Alemania 
74,En Francia y Mónaco 
75,En Asia y territorios adyacentes 
76,En la Península Ibérica & islas adyacentes 
77,En Europa oriental En Rusia 
78,En Escandinavia 
79,En otras áreas 
80,Colecciones generales 
81,Norteamericanas 
82,En ingles 
83,En otras lenguas germánicas 
84,"En francés, provenzal, catalán "
85,"En italiano, rumano, retorromano "
86,En español & portugués 
87,En lenguas eslavas 
88,En lenguas escandinavas 
89,En otras lenguas 
90,Manuscritos & libros raros 
91,Manuscritos 
92,Libros xilográficos 
93,Incunables 
94,Libros impresos 
95,Libros notables por su encuadernación 
96,Libros notables por las ilustraciones 
97,Libros notables por su propietario u origen 
98,"Obras prohibidas, Falsificaciones, imposturas "
99,Libros notables por su formato 
100,Filosofía & psicología 
101,Teoría de la filosofía 
102,Miscelánea de filosofía 
103,Diccionario de filosofía 
105,Publicaciones en serie de filosofía 
106,Organizaciones en filosofía 
107,"Educación, investigación en filosofía "
108,Clases de personas en filosofía 
109,Tratamiento histórico de la filosofía 
110,Metafísica 
111,Ontología 
113,Cosmología (Filosofía de la naturaleza) 
114,Espacio 
115,Tiempo 
116,Cambio 
117,Estructura 
118,Fuerza & Energía 
119,Números & cantidad 
120,"Epistemología, causalidad, género "
121,Epistemología (Teoría del conocimiento) 
122,Causalidad 
123,Determinismo e indeterminismo 
124,Teleología 
126,El yo 
127,El inconsciente & el subconsciente 
128,Género humano 
129,Origen & destino del alma individual 
130,Fenómenos paranormales 
131,Métodos ocultos para lograr bienestar 
133,Parapsicología & ocultismo 
135,Sueños & misterios 
137,Grafología adivinatoria 
138,Fisionomía 
139,Frenología 
140,Escuelas filosóficas específicas 
141,Idealismo & sistemas relacionados 
142,Filosofía critica 
143,Intuicionalismo & bergsonismo 
144,Humanismo & sistemas relacionados 
145,Sensacionalismo 
146,Naturalismo & sistemas relacionados 
147,Panteísmo & sistemas relacionados 
148,"Liberalismo, eclecticismo, tradicionalismo "
149,Otros sistemas filosóficos 
150,Psicología 
152,"Percepción, movimiento, emociones, impulsos "
153,Procesos mentales & inteligencia 
154,Subconsciente & estados alterados 
155,Psicología diferencial & del desarrollo 
156,Psicología comparada 
158,Psicología aplicada 
160,Lógica 
161,Inducción 
162,Deducción 
165,Falacias & fuentes de error 
166,Silogismos 
167,Hipótesis 
168,Argumento & persuasión 
169,Analogía 
170,Ética (Filosofía moral) 
171,Sistemas & doctrinas 
172,Ética política 
173,Ética de las relaciones familiares 
174,Ética económica & profesional 
175,Ética de la recreación & del tiempo libre 
176,Ética sexual & de la reproducción 
177,Ética de las relaciones sociales 
178,Ética del consumo 
179,Otras normas éticas 
180,"Filosofía antigua, medieval, oriental "
181,Filosofía oriental 
182,"Filosofías griegas, presocráticas "
183,Filosofías sofista & socrática 
184,Filosofía platónica 
185,Filosofía aristotélica 
186,Filosofía escéptica & neoplatónica 
187,Filosofía epicúrea 
188,Filosofía estoica 
189,Filosofía medieval occidental 
190,Filosofía moderna occidental 
191,Estados Unidos & Canadá 
192,Islas Británicas 
193,Alemania & Austria 
194,Francia 
195,Italia 
196,España & Portugal 
197,Anterior Unión Soviética 
198,Escandinavia 
199,Otras áreas geográficas 
200,Religión 
201,Filosofía del cristianismo 
202,Miscelánea del cristianismo 
203,Diccionarios del cristianismo 
204,Temas especiales 
205,Publicaciones en serie del cristianismo 
206,Organizaciones del cristianismo 
207,"Educación, investigación en cristianismo "
208,Clases de personas en el cristianismo 
209,Historia & geografía del cristianismo 
210,Teología natural 
211,Conceptos de Dios 
212,"Existencia, atributos de Dios "
213,Creación 
214,Teodicea 
215,Ciencias & religión 
216,El bien & el mal 
218,El Hombre 
220,La Biblia 
221,Antiguo Testamento 
222,Libros históricos del Antiguo Testamento 
223,Libros poéticos del Antiguo Testamento 
224,Libros proféticos del Antiguo Testamento 
225,Nuevo Testamento 
226,Evangelios & Hechos de los Apóstoles 
227,Epístolas 
228,Revelación (Apocalipsis de Juan) 
229,Apócrifos & seudoepígrafes 
230,Teología cristiana 
231,Dios 
232,Jesucristo & su familia 
233,El hombre 
234,Salvación (Soteriología) & gracia 
235,Seres espirituales 
236,Escatología 
238,Credos & catecismos 
239,Apologética & polémica 
240,Moral cristiana & teología piadosa 
241,Teología moral 
242,Literatura piadosa 
243,Escritos evangelizadores para individuos 
245,Textos de himnos 
246,Uso del arte en el cristianismo 
247,Mobiliario & artículos eclesiásticos 
248,"Experiencia, práctica, vida cristianas "
249,Observancias cristianas en la vida familiar 
250,Ordenes cristianas & iglesia local 
251,Predicación (Homilética) 
252,Textos de sermones 
253,Oficio pastoral (Teología pastoral) 
254,Gobierno & administración de la parroquia 
255,Congregaciones & ordenes religiosas 
259,Actividades de la iglesia local 
260,Teología social cristiana 
261,Teología social 
262,Eclesiología 
263,"Tiempos, lugares de observancia religiosa "
264,Culto público 
265,"Sacramentos, otros ritos & actos "
266,Misiones 
267,Asociaciones para trabajo religioso 
268,Educación religiosa 
269,Renovación espiritual 
270,Historia de la iglesia cristiana 
271,Ordenes religiosas en la historia de la iglesia 
272,Persecuciones en la historia de la iglesia 
273,Herejías en la historia de la iglesia 
274,Iglesia cristiana en Europa 
275,Iglesia cristiana en Asia 
276,Iglesia cristiana en África 
277,Iglesia cristiana en América del Norte 
278,Iglesia cristiana en América del Sur 
279,Iglesia cristiana en otras áreas 
280,Denominaciones & sectas cristianas 
281,Iglesia primitiva & iglesia oriental 
282,Iglesia Católica Romana 
283,Iglesia anglicanas 
284,Protestantes de origen continental 
285,"Iglesias Presbiterianas, reformadas, congregacionales "
286,"Iglesias bautistas, de los Discípulos de Cristo, adventistas "
287,Iglesia Metodista & relacionadas 
289,Otras denominaciones & sectas 
290,Otras & religión comparada 
291,Religión comparada 
292,Religión clásica (griega & romana) 
293,Religión germánica 
294,Religiones de origen hindú 
295,"Zoroastrismo (Mazdeismo, Parsismo) "
296,Judaísmo 
297,Islamismo & religiones originadas en él 
299,Otras religiones 
300,Ciencias sociales 
301,Sociología & antropología 
302,Interacción social 
303,Procesos sociales 
304,Factores que afectan el comportamiento social 
305,Grupos sociales 
306,Cultura & instituciones 
307,Comunidades 
310,Estadística general 
314,De Europa 
315,De Asia 
316,De África 
317,De América del Norte 
318,De América del Sur 
319,De otras partes del mundo 
320,Ciencia política 
321,Sistemas de gobierno & estados 
322,Relaciones del Estado con grupos organizados 
323,Derechos civiles & políticos 
324,El proceso político 
325,Migración internacional & colonización 
326,Esclavitud & emancipación 
327,Relaciones internacionales 
328,El proceso legislativo 
330,Economía 
331,Economía laboral 
332,Economía financiera 
333,Economía de la tierra 
334,Cooperativas 
335,Socialismo & sistemas relacionados 
336,Finanzas públicas 
337,Economía internacional 
338,Producción 
339,Macroeconomía & temas relacionados 
340,Derecho 
341,Derecho internacional 
342,Derecho constitucional & administrativo 
343,"Derecho militar, tributario, mercantil, industrial "
344,"Derecho social, laboral, de bienestar social & relacionados "
345,Derecho penal 
346,Derecho privado 
347,Procedimiento & tribunales civiles 
348,"Leyes (Estatutos), reglamentaciones, jurisprudencia. "
349,Derecho de jurisprudencia & áreas especificas 
350,Administración pública 
351,De gobiernos centrales 
352,De gobiernos locales 
353,De gobiernos federales & estatales de Estados Unidos 
354,De gobiernos centrales específicos 
355,Ciencia militar 
356,Fuerza y guerra de infantería 
357,Fuerza & guerra montada 
358,Otras fuerzas & servicios especializados 
359,Fuerzas de guerra marítimas (navales) 
360,Servicios sociales; asociaciones 
361,Problemas sociales & bienestar social en general 
362,Problemas & servicios de bienestar social 
363,Otros problemas & servicios sociales 
364,Criminología 
365,Instituciones penales & relacionadas 
366,Asociaciones 
367,Clubes de carácter general 
368,Seguros 
369,Varias clases de asociaciones 
370,Educación 
371,Administración escolar; educación especial 
372,Educación primaria 
373,Educación secundaria 
374,Educación de adultos 
375,Currículos 
376,Educación de las mujeres 
377,Escuelas & religión 
378,Educación superior 
379,"Reglamentación, control, apoyo gubernamentales "
380,"Comercio, comunicaciones, transporte "
381,Comercio interno (Comercio doméstico) 
382,Comercio internacional (Comercio exterior) 
383,Comunicación postal(Correos) 
384,"Comunicaciones, Telecomunicaciones "
385,Transporte ferroviario 
386,Transporte por vía acuática interior & en transbordador 
387,"Transporte acuático, aéreo, espacial "
388,"Transporte, Transporte terrestre "
389,Metrología & normalización 
390,"Costumbres, etiqueta, folclor "
391,Traje & apariencia personal 
392,Costumbres del ciclo de vida & de la vida doméstica 
393,Costumbres mortuorias 
394,Costumbres generales 
395,Etiqueta (Modales) 
398,Folclor 
399,Costumbres de guerra & diplomacia 
400,Lenguas 
401,Filosofía & teoría 
402,Miscelánea 
403,Diccionarios & enciclopedias 
404,Temas especiales 
405,Publicaciones en serie 
406,Organizaciones & administración 
407,"Educación, investigación, temas relacionados "
408,En relación con clases de personas 
409,Tratamiento geográfico & de personas 
410,Lingüística 
411,Sistemas de escritura 
412,Etimología 
413,Diccionarios 
414,Fonología 
415,Sistemas estructurales (Gramática) 
417,Dialectología & lingüística histórica 
418,"Uso estándar, Lingüística aplicada "
419,Lenguajes verbales no hablados ni escritos 
420,Ingles & inglés antiguo 
421,Sistema de escritura & fonología inglesa 
422,Etimología inglesa 
423,Diccionarios de inglés 
425,Gramática inglesa 
427,Variaciones de le lengua inglesa 
428,Uso del inglés estándar 
429,Ingles antiguo (Anglosajón) 
430,"Lenguas germánicas, Alemán "
431,Sistemas de escritura & fonología alemana 
432,Etimología alemana 
433,Diccionario de Alemán 
435,Gramática alemana 
437,Variaciones de la lengua alemana 
438,Uso del alemán estándar 
439,Otras lenguas germánicas 
440,"Lenguas romances, Francés "
441,Sistema de escritura & fonología franceses 
442,Etimología francesa 
443,Diccionario de francés 
445,Gramática francesa 
447,Variaciones del francés 
448,Uso del francés estándar 
449,Provenzal & catalán 
450,"Italiano, rumano, retorromano "
451,Sistema de escritura & fonología italianos 
452,Etimología italiana 
453,Diccionarios de italiano 
455,Gramática italiana 
457,Variaciones del italiano 
458,Uso del italiano estándar 
459,Rumano & retorromano 
460,Lenguas española & portuguesa 
461,Sistema de escritura & fonología 
462,Etimología española 
463,Diccionarios de español 
465,Gramática española 
467,Variaciones del español 
468,Uso del español estándar 
469,Portugués 
470,"Lenguas itálicas, Latín "
471,Escritura & fonología latinas clásicas 
472,Etimología latina clásica 
473,Diccionarios de latín clásico 
475,Gramática latina clásica 
477,"Latín arcaico, postclásico, vulgar "
478,Uso del latín clásico 
479,Otras lenguas itálicas 
480,"Lenguas helénicas, Griego clásico "
481,Escritura y fonología griegas clásicas 
482,Etimología griega clásica 
483,Diccionarios de griego clásico 
485,Gramática griega clásica 
487,Griego preclásico & postclasico 
488,Uso del griego clásico 
489,Otras lenguas helénicas 
490,Otras lenguas 
491,Lenguas indoeuropeas orientales & celtas 
492,"Lenguas afroasiáticas, Semíticas "
493,"Lenguas afroasiáticas, no semíticas "
494,"Lenguas uralaltaicas, paleosiberianas, dravidas "
495,Lenguas del oriente & sudoriente de Asia 
496,Lenguas africanas 
497,Lenguas nativas de América del Norte 
498,Lenguas nativas de América del Sur 
499,Lenguas varias 
500,Ciencias naturales & matemáticas 
501,Filosofía & teoría 
502,Miscelánea 
503,Diccionarios & enciclopedias 
505,Publicaciones en serie 
506,Organizaciones & administración 
507,"Educación, investigación, temas relacionados "
508,Historia natural 
509,"Tratamiento histórico, geográfico, de personas "
510,Matemáticas 
511,Principios generales 
512,Álgebra & teoría de los números 
513,Aritmética 
514,Topología 
515,Análisis 
516,Geometría 
519,Probabilidades & matemáticas aplicadas 
520,Astronomía & ciencias afines 
521,Mecánica celeste 
522,"Técnicas, equipo, materiales "
523,Cuerpos & fenómenos celestes especificos 
525,La Tierra (Geografía astronómica) 
526,Geografía matemática 
527,Navegación celeste 
528,Efemérides 
529,Cronología 
530,Física 
531,"Mecánica clásica, Mecánica de sólidos "
532,"Mecánica de fluidos, Mecánica de líquidos "
533,Mecánicas de gases 
534,Sonido & vibraciones relacionadas 
535,Luz & fenómenos parafóticos 
536,Calor 
537,Electricidad & electrónica 
538,Magnetismo 
539,Física moderna 
540,Química & ciencias afines 
541,Química física & teórica 
542,"Técnicas, equipo, materiales "
543,Química analítica 
544,Análisis cualitativo 
545,Análisis cuantitativo 
546,Química inorgánica 
547,Química orgánica 
548,Cristalografía 
549,Mineralogía 
550,Ciencias de la tierra 
551,"Geología, hidrología, meteorología "
552,Petrología 
553,Geología económica 
554,Ciencias de la tierra de Europa 
555,De Asia 
556,De África 
557,De América del Norte 
558,De América del Sur 
559,De otras áreas 
560,"Paleontología, Paleozoología "
561,Paleobotánica 
562,Invertebrados fósiles 
563,Filos (phyla) & fósiles primitivos 
564,Moluscos & Moluscoideos fósiles 
565,Otros invertebrados fósiles 
566,Vertebrados fósiles (Craniatos fósiles) 
567,Vertebrados de sangre fría fósiles 
568,Aves fósiles (Pájaros fósiles) 
569,Mamíferos fósiles 
570,Ciencias de la vida 
572,Razas humanas 
573,Antropología física 
574,Biología 
575,Evolución & genética 
576,Microbiología 
577,Naturaleza general de la vida 
578,Microscopia en biología 
579,Colección & preservación 
580,Ciencias botánicas 
581,Botánica 
582,Espermatofitas (plantas con semilla) 
583,Dicotiledóneas 
584,Monocotiledóneas 
585,Gimnospermas (Pinofitas) 
586,Criptógamas (Plantas sin semilla) 
587,Pteridofitas (Criptógamas vasculares) 
588,Briofitas 
589,Talabiontas & procariotas 
590,Ciencias zoológicas 
591,Zoología 
592,Invertebrados 
593,"Protozoos, Equinodermos, filos (phyla) relacionados "
594,Moluscos & moluscoideos 
595,Otros invertebrados 
596,"Vertebrados (Craneados, vertebrados) "
597,"Vertebrados de sangre fría, Peces "
598,Aves (Pájaros) 
599,Mamíferos 
600,Tecnología (Ciencias aplicadas) 
601,Filosofía & teoría 
602,Miscelánea 
603,Diccionarios & enciclopedias 
604,Temas especiales 
605,Publicaciones en serie 
606,Organizaciones 
607,"Educación, investigación, temas relacionados "
608,Inventos & patentes 
609,"Tratamiento histórico, geográfico, de personas "
610,"Ciencias médicas, Medicina "
611,"Anatomía humana, citología, histología "
612,Fisiología humana 
613,Promoción de salud 
614,Incidencia & prevención de la enfermedad 
615,Farmacología & terapéutica 
616,Enfermedades 
617,"Varias ramas de la medicina, Cirugía "
618,Ginecología & otras especialidades médicas 
619,Medicina experimental 
620,Ingeniería & operaciones afines 
621,Física aplicada 
622,Minería & operaciones relacionadas 
623,Ingeniería militar & naval 
624,Ingeniería civil 
625,"Ingeniería de ferrocarriles, de caminos "
627,Ingeniería hidráulica 
628,Ingeniería sanitaria & municipal 
629,Otras ramas de la ingeniería 
630,Agricultura 
631,"Técnicas, equipo, materiales "
632,"Lesiones, enfermedades, plagas de las plantas "
633,Cultivos de campo & plantaciones 
634,"Huertos, frutas, silvicultura "
635,Cultivos horticolas (Horticultura) 
636,Producción animal (Zootecnia) 
637,Procedimiento lechero & productos relacionados 
638,Cultivo de insectos 
639,"Caza, pesca, conservación "
640,Economía doméstica & vida familiar 
641,Alimentos & bebidas 
642,Comidas & servicio a la mesa 
643,Vivienda & equipo de la casa 
644,Servicios de la casa 
645,Dotación de la casa 
646,"Costura, vestuario, vida personal "
647,Administración de viviendas públicas 
648,Manejo de la casa 
649,Puericultura & atención domiciliaria del enfermo 
650,Administración & servicios auxiliares 
651,Servicios de oficina 
652,Procesos de comunicación escrita 
653,Taquigrafía 
657,Contabilidad 
658,Administración general 
659,Publicidad & relaciones públicas 
660,Ingeniería Química 
661,Tecnología química industrial 
662,Tecnología de explosivos & combustibles 
663,Tecnología de las bebidas 
664,Tecnología de los alimentos 
665,"Aceites industriales, grasas, ceras, gases "
666,Cerámica & tecnologías afines 
667,"Limpieza, color, tecnologías relacionadas "
668,Tecnología de otros productos orgánicos 
669,Metalurgia 
670,Manufactura 
671,Metalistería & productos metálicos 
672,"Hierro, acero, otras aleaciones ferrosas "
673,Metales no ferrosos 
674,"Procesamiento de madera aserrada, productos de madera, corcho "
675,Procesamiento del cuero & piel 
676,Tecnología de la pulpa & del papel 
677,Textiles 
678,Elastómeros & productos del elastómero 
679,Otros productos de materiales específicos 
680,Manufactura para usos específicos 
681,Instrumentos de precisión & otros dispositivos 
682,Trabajo de forja pequeña (Herrería) 
683,Ferretería & aparatos de la casa 
684,Muebles & talleres de hogar 
685,"Productos de cuero, piel, relacionados "
686,Imprentas & actividades relacionadas 
687,Vestuario 
688,"Otros productos acabados, empaques "
690,Construcción 
691,Materiales de construcción 
692,Prácticas auxiliares de la construcción 
693,Materiales & propósitos específicos 
694,"Construcción en madera, Carpintería "
695,Cubiertas (techos) 
696,Servicios públicos 
697,"Calefacción, ventilación, aire acondicionado "
698,Detalles de acabado 
700,Las artes 
701,Filosofía & teoría 
702,Miscelánea 
703,Diccionarios & enciclopedias 
704,Temas especiales 
705,Publicaciones en serie 
706,Organizaciones & administración 
707,"Educación, investigación, temas relacionados "
708,"Galerías, museos, colecciones privadas "
709,"Tratamiento histórico, geográfico, personas "
710,Urbanismo & arte del paisaje 
711,Planificación del espacio (Urbanismo) 
712,Arquitectura del paisaje 
713,Arquitectura del paisaje de las vías de tránsito 
714,Aguas ornamentales 
715,Plantas leñosas 
716,Plantas herbáceas 
717,Estructuras 
718,Diseño de paisaje de cementerios 
719,Paisajes naturales 
720,Arquitectura 
721,Estructura arquitectónica 
722,Arquitectura antigua hasta ca. 300 
723,Arquitectura desde ca. 300 hasta 1399 
724,Arquitectura desde 1400 
725,Estructuras públicas 
726,Edificios para propósitos religiosos 
727,Edificios para educación & investigación 
728,Edificios residenciales & relacionados 
729,Diseño & decoración 
730,"Artes plásticas, Escultura "
731,"Procesos, formas, temas de la escultura "
732,La escultura hasta ca. 500 
733,"Escultura griega, etrusca, romana "
734,Escultura desde ca. 500 hasta 1399 
735,Escultura desde 1400 
736,Talla & tallado 
737,Numismátismo & sigilografía 
738,Artes cerámicas 
739,Arte en metal 
740,Dibujo & artes decorativas 
741,Dibujo & dibujos 
742,Perspectiva 
743,Dibujo & dibujos por tema 
745,Artes decorativas 
746,Artes textiles 
747,Decoración de interiores 
748,Vidrio 
749,Muebles & accesorios 
750,Pintura & pinturas 
751,"Técnicas, equipo, formas "
752,Color 
753,"Simbolismo, alegoría, mitología, leyenda "
754,Pinturas de género 
755,Religión & simbolismo religiosos 
757,Figuras humanas & sus partes 
758,Otros temas 
759,"Tratamiento histórico, geográfico, de personas "
760,"Artes gráficas, Arte de grabar & grabados "
761,Procesos en relieve (Grabado en bloque) 
763,Procesos litográficos (Planográficos) 
764,Cromolitografia & serigrafía 
765,Grabado en metal 
766,Media tinta & procesos relacionados 
767,Aguafuerte & grabado a buril 
769,Grabados 
770,Fotografía & fotografías 
771,"Técnicas, equipo, materiales "
772,Procesos con sales metálicas 
773,Procesos de pigmentación de la impresión 
774,Holografía 
778,Campos & clases de fotografía 
779,Fotografía 
780,Música 
781,Principios generales & formas musicales 
782,Música vocal 
783,"Música para voces individuales, la voz "
784,Instrumentos & conjuntos instrumentales 
785,Conjuntos con un solo instrumento por parte 
786,Instrumentos de percusión & otros instrumentos 
787,Instrumentos de cuerda (Cordófonos) 
788,Instrumentos de viento (Aerófonos) 
790,Artes recreativas & de la actuación 
791,Representaciones públicas 
792,Representaciones escénicas 
793,Juegos & pasatiempos bajo techo 
794,Juegos de destreza bajo techo 
795,Juegos de suerte 
796,Deportes & juegos atléticos & al aire libre 
797,Deportes acuáticos & aéreos 
798,Deportes ecuestres 
799,"Pesca, caza, tiro "
800,Literatura & retórica 
801,Filosofía & retórica 
802,Miscelánea 
803,Diccionarios & enciclopedias 
805,Publicaciones en serie 
806,Organizaciones 
807,"Educación, investigación, temas relacionados "
808,Retórica & colecciones de literatura 
809,Historia & critica literaria 
810,Literatura americana en inglés 
811,Poesía 
812,Teatro 
813,Novelista 
814,Ensayo 
815,Oratoria 
816,Cartas 
817,Sátira & humor 
818,Escritos varios 
820,Literatura inglesa & inglesa antigua 
821,Poesía inglesa 
822,Teatro ingles 
823,Novelística 
824,Ensayos 
825,Oratoria 
826,Cartas 
827,Sátira & humor 
828,Escritos varios 
829,Literatura inglesa antigua (anglosajona) 
830,Literatura de lenguas germánicas 
831,Poesía 
832,Teatro 
833,Ficción 
834,Ensayos 
835,Oratoria 
836,Cartas 
837,Sátira & humor 
838,Escritos varios 
839,Otras literaturas germánicas 
840,Literaturas de Lenguas Romances 
841,Poesía francesa 
842,Teatro francés 
843,Novela francesa 
844,Ensayos franceses 
845,Oratoria francesa 
846,Cartas francesas 
847,Sátira & humor francés 
848,Escritos varios franceses 
849,Provenzal & catalán 
850,"Literaturas italiana, rumana, retorromana "
851,Poesía italiana 
852,Teatro italiano 
853,Ficción italiana 
854,Ensayos italianos 
855,Oratoria italiana 
856,Cartas italianas 
857,Sátiras & humor italianos 
858,Escritos varios italianos 
859,Romano & retorromano 
860,Literaturas española & portuguesa 
861,Poesía española 
862,Teatro español 
863,Ficción española 
864,Ensayos españoles 
865,Oratoria española 
866,Cartas españolas 
867,Sátira & humor españoles 
868,Escritos varios españoles 
869,Literatura portuguesa 
870,"Literaturas itálicas , Literatura italiana "
871,Poesía latina 
872,Poesía dramática & teatro latinos 
873,Poesía épica y novelística latinas 
874,Poesía lírica latina 
875,Oratoria latina 
876,Cartas latinas 
877,Sátira & humor latinos 
878,Escritos varios latinos 
879,Literaturas de otras lenguas itálicas 
880,"Literaturas helénica, Griega clásica "
881,Poesía griega clásica 
882,Teatro griego clásico 
883,Poesía épica & novelística griega clásica 
884,Poesía lírica griega clásica 
885,Oratoria griega clásica 
886,Cartas griegas clásicas 
887,Sátira & humor griegos clásicos 
888,Escritos varios griegos clásicos 
889,Literatura griega moderna 
890,Literaturas de otras lenguas 
891,"Indoeuropeas, orientales & célticas "
892,"Afroasiáticas, Semíticas "
893,Afroasiáticas no semíticas 
894,"Uralaltaicas, paleosiberianas & darvinianas "
895,Del oriente & Sudoriente de Asia 
897,Nativas de América del Norte 
898,Nativas de América del Sur 
899,Otras lenguas 
900,Geografía e historia 
901,Filosofía & teoría de la historia 
902,Miscelánea 
903,Diccionarios & enciclopedias 
904,Colecciones de relatos de eventos 
905,Publicaciones en serie 
906,Organizaciones & administración 
907,"Educación, investigación, temas relacionados "
908,En relación con clases de personas 
909,Historia universal 
910,Geografía & viajes 
911,Geografía histórica 
912,Representaciones gráficas de la tierra 
913,Mundo antiguo 
914,Europa 
915,Asia 
916,África 
917,América del Norte 
918,América del Sur 
919,Otras áreas 
920,"Biografía, genealogía, emblemas "
929,"Genealogía, nombres, emblemas "
930,Historia del mundo antiguo 
931,China 
932,Egipto 
933,Palestina 
934,India 
935,Mesopotamia & Meseta Iraní 
936,Europa al norte y al occidente de Italia 
937,Italia & territorios adyacentes 
938,Grecia 
939,Otras partes del mundo antiguo 
940,Historia general de Europa 
941,Islas Británicas 
942,Inglaterra & Gales 
943,"Europa Central, Alemania "
944,Francia & Mónaco 
945,Península Itálica e islas adyacentes 
946,Península Ibérica e islas adyacentes 
947,"Europa Oriental, Rusia "
948,"Europa del norte, Escandinavia "
949,Otras partes de Europa 
950,"Historia general de Asia, Extremo Oriente "
951,China & áreas adyacentes 
952,Japón 
953,Península de Arabia & áreas adyacentes 
954,"Asia de Sur, India "
955,Irán 
956,Medio Oriente (Cercano Oriente) 
957,Siberia (Rusia asiática) 
958,Asia central 
959,Asia sudoriental 
960,Historia general de África 
961,Túnez & Libia 
962,Egipto & Sudán 
963,Etiopía 
964,Marruecos e Islas Canarias 
965,Argelia 
966,África occidental e islas cercanas 
967,África central e islas cercanas 
968,África del Sur 
969,Islas del Océano Indico del Sur 
970,Historia General de América del Norte 
971,Canadá 
972,"Mesoamérica, México "
973,Estados Unidos 
974,Noroccidente de Estados Unidos 
975,Sudoriente de Estados Unidos 
976,Centro-sur de Estados Unidos 
977,Centro-norte de Estados Unidos 
978,Occidente de Estados Unidos 
979,Gran Cuenca & Vertiente del Pacífico 
980,Historia general de América del Sur 
981,Brasil 
982,Argentina 
983,Chile 
984,Bolivia 
985,Perú 
986,Colombia & Ecuador 
987,Venezuela 
988,Guayanas 
989,Paraguay y Uruguay 
990,Historia General de Otras áreas 
993,Nueva Zelanda 
994,Australia 
995,"Melanesia, Nueva Guinea "
996,"Otras partes del Pacífico, Polinesia "
997,Islas del Océano Atlántico 
998,Islas árticas & Antártida 
999,Mundos extraterrestres
